7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,0,0,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,0,0,0,0,2,0,0,0,0,0,0,0,1,7,6,5,4,3,2
7,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,4,3,2
7,6,5,0,0,2,0,0,6,5,4,0,0,1,7,0,0,4,3,2
7,6,5,0,0,0,0,0,6,5,4,0,0,1,7,0,0,4,3,2
7,6,5,0,0,0,0,0,6,5,4,0,0,1,7,0,0,4,3,2
7,6,5,4,3,2,1,7,6,0,0,0,0,1,7,0,0,4,3,2
7,6,5,4,3,2,1,7,6,0,0,0,0,1,7,0,0,4,3,2
7,6,5,4,3,2,1,7,6,0,0,3,2,1,7,0,0,4,3,2
7,6,5,4,3,2,1,7,6,0,0,0,0,0,0,0,0,4,3,2
7,6,5,4,3,2,1,7,6,0,0,0,0,0,0,0,0,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
7,6,5,4,3,2,1,7,6,5,4,3,2,1,7,6,5,4,3,2
